gen_1_0;gen_7_1;gen_9_2;gen_9_3;gen_13_4;gen_16_5;gen_16_6;gen_16_7;gen_16_8;gen_21_9;gen_22_10;gen_23_11;gen_23_12;gen_23_13;gen_26_14;gen_27_15;gen_28_16;gen_29_17;gen_29_18;gen_32_19;gen_33_20;gen_35_21
0;7.4;0;30.8;0;3.2;0;0;3.2;0;0;0;0;0;0;0;0;9.2;0;404.5;0;16.9
0;7.2;0;40.4;0;3.3;0;0;3.2;0;0;0;0;0;0;0;0;9.1;0;401.7;0;15.2
0;7.5;0;30.8;0;3.2;0;0;3.3;0;0;0;0;0;0;0;0;8.9;0;399.8;0;15.6
0;7.4;0;20.6;0;3.2;0;0;3.2;0;0;0;0;0;0;0;0;9.2;0;393.4;0;15.1
0;7.2;0;10;0;3.2;0;0;3.2;0;0;0;0;0;0;0;0;9.2;0;398.7;0;14.9
0;7.2;0;15.9;0;3.4;0;0;3.3;0;0;0;0;0;0;0;0;9.2;0;397.1;0;13.9
0;7;0;26.3;0;3.3;0;0;3.3;0;0;0;0;0;0;0;0;9;0;396;0;14.2
0;7.2;0;15.7;0;3.3;0;0;3.3;0;0;0;0;0;0;0;0;9.2;0;400.6;0;15.2
0;7.3;0;25.4;0;3.4;0;0;3.3;0;0;0;0;0;0;0;0;9.4;0;392.9;0;14.5
0;7.4;0;36.5;0;3.3;0;0;3.3;0;0;0;0;0;0;0;0;9.1;0;393.9;0;15.3
0;7.3;0;31.3;0;3.3;0;0;3.3;0;0;0;0;0;0;0;0;9.1;0;399.4;0;15.5
0;7.3;0;30.7;0;3.4;0;0;3.3;0;0;0;0;0;0;0;0;9.3;0;398.6;0;14.6
0;7.3;0;20;0;3.4;0;0;3.4;0;0;0;0;0;0;0;0;9.3;0;397.3;0;14.5
0;7.4;0;10.2;0;3.4;0;0;3.3;0;0;0;0;0;0;0;0;9.2;0;398.7;0;15.9
0;7.1;0;0;0;3.4;0;0;3.4;0;0;0;0;0;0;0;0;9;0;398.7;0;15.1
0;7.2;0;10.1;0;3.3;0;0;3.4;0;0;0;0;0;0;0;0;9.1;0;396.9;0;14.3
0;7.4;0;0;0;3.4;0;0;3.4;0;0;0;0;0;0;0;0;9.4;0;399.5;0;14
0;7.1;0;10.2;0;3.4;0;0;3.4;0;0;0;0;0;0;0;0;9;0;398.5;0;14.5
0;7.2;0;0.2;0;3.4;0;0;3.3;0;0;0;0;0;0;0;0;9.3;0;402.1;0;14
0;7.1;0;0;0;3.4;0;0;3.5;0;0;0;0;0;0;0;0;9.1;0;402.4;0;12.9
0;7.1;0;0;0;3.5;0;0;3.4;0;0;0;0;0;0;0;0;9.4;0;400.8;0;12.7
0;7.2;0;0;0;3.5;0;0;3.5;0;0;0;0;0;0;0;0;9.2;0;397.2;0;12.4
0;7.3;0;0;0;3.5;0;0;3.5;0;0;0;0;0;0;0;0;9.1;0;394.2;0;12.3
0;7.2;0;0;0;3.5;0;0;3.5;0;0;0;0;0;0;0;0;9.1;0;395.1;0;13
0;7.2;0;0;0;3.5;0;0;3.5;0;0;0;0;0;0;0;0;9;0;405.8;0;13.8
0;7;0;5.1;0;3.5;0;0;3.5;0;0;0;0;0;0;0;0;9;0;405.3;0;14.1
0;7.2;0;0;0;3.4;0;0;3.5;0;0;0;0;0;0;0;0;9.1;0;401.7;0;15.2
0;7.3;0;10.3;0;3.5;0;0;3.6;0;0;0;0;0;0;0;0;9.4;0;393.3;0;15.7
0;6.9;0;10.2;0;3.5;0;0;3.5;0;0;0;0;0;0;0;0;9.2;0;404;0;14.5
0;6.9;0;0;0;3.6;0;0;3.7;0;0;0;0;0;0;0;0;9.2;0;402.5;0;14.9
0;7.3;0;4.5;0;3.6;0;0;3.6;0;0;0;0;0;0;0;0;9.1;0;399.9;0;14.5
0;7.2;0;0;0;3.6;0;0;3.6;0;0;0;0;0;0;0;0;9;0;406.3;0;14.1
0;7.2;0;0;0;3.6;0;0;3.6;0;0;0;0;0;0;0;0;9.4;0;399.3;0;13.8
0;7.2;0;10.1;0;3.6;0;0;3.6;0;0;0;0;0;0;0;0;9;0;406.1;0;12.2
0;6.9;0;0;0;3.6;0;0;3.6;0;0;0;0;0;0;0;0;9.2;0;402.5;0;13
0;7.1;0;10.4;0;3.6;0;0;3.7;0;0;0;0;0;0;0;0;9.2;0;404.3;0;11.7
0;6.8;0;20.6;0;3.7;0;0;3.6;0;0;0;0;0;0;0;0;9.2;0;402.6;0;11.5
0;7.2;0;30.9;0;3.6;0;0;3.8;0;0;0;0;0;0;0;0;9.3;0;397.7;0;11.7
0;7.1;0;40.7;0;3.7;0;0;3.7;0;0;0;0;0;0;0;0;9.3;0;398.8;0;11.8
0;7.1;0;51.1;0;3.7;0;0;3.8;0;0;0;0;0;0;0;0;9.2;0;405;0;12.5
0;6.8;0;61.2;0;3.6;0;0;3.6;0;0;0;0;0;0;0;0;9.3;0;400.9;0;13.4
0;7.1;0;71.2;0;3.7;0;0;3.8;0;0;0;0;0;0;0;0;9;0;395.4;0;14
0;7;0;78.5;0;3.7;0;0;3.8;0;0;0;0;0;0;0;0;9.1;0;392.3;0;12.6
0;7.1;0;88;0;3.7;0;0;3.7;0;0;0;0;0;0;0;0;9.4;0;397.1;0;14.5
0;6.9;0;87.6;0;3.8;0;0;3.8;0;0;0;0;0;0;0;0;9.2;0;397;0;14.8
0;7;0;78.1;0;3.8;0;0;3.9;0;0;0;0;0;0;0;0;9.1;0;405.7;0;14.4
0;7;0;77.9;0;3.8;0;0;3.8;0;0;0;0;0;0;0;0;9.1;0;394.6;0;15.7
0;7;0;67.5;0;3.9;0;0;3.8;0;0;0;0;0;0;0;0;9.3;0;397.3;0;15.6
0;6.7;0;62.4;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.2;0;398.4;0;16.8
0;6.9;0;51.9;0;3.7;0;0;3.9;0;0;0;0;0;0;0;0;9.2;0;396.4;0;15.9
0;6.7;0;41.8;0;3.8;0;0;3.8;0;0;0;0;0;0;0;0;9;0;398.5;0;14.3
0;6.9;0;51.8;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.4;0;402;0;13.6
0;6.8;0;41.1;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.3;0;396.1;0;12.8
0;6.9;0;31.5;0;3.8;0;0;3.8;0;0;0;0;0;0;0;0;9.1;0;400.1;0;12.6
0;6.8;0;41.7;0;3.8;0;0;3.9;0;0;0;0;0;0;0;0;9.4;0;401.7;0;12.5
0;7;0;51.6;0;3.9;0;0;3.8;0;0;0;0;0;0;0;0;9.3;0;397.2;0;12
0;7;0;62.9;0;3.9;0;0;3.8;0;0;0;0;0;0;0;0;9.2;0;396.3;0;13.1
0;6.8;0;71.9;0;4;0;0;3.9;0;0;0;0;0;0;0;0;9.3;0;396.8;0;12.6
0;6.8;0;84.7;0;3.9;0;0;3.8;0;0;0;0;0;0;0;0;9.6;0;399.6;0;12.8
0;6.8;0;94;0;3.9;0;0;4;0;0;0;0;0;0;0;0;9.2;0;400.3;0;14.2
0;6.9;0;102.4;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.2;0;396.2;0;15.8
0;6.8;0;112.8;0;3.9;0;0;4;0;0;0;0;0;0;0;0;9.6;0;406.7;0;16.3
0;6.9;0;124;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.5;0;403.9;0;16
0;6.8;0;133.7;0;3.8;0;0;3.9;0;0;0;0;0;0;0;0;9.2;0;406.9;0;16.6
0;6.7;0;122;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.3;0;399.6;0;14.8
0;6.8;0;115.1;0;3.9;0;0;4;0;0;0;0;0;0;0;0;9.4;0;403.6;0;14.4
0;6.7;0;102.7;0;3.9;0;0;4;0;0;0;0;0;0;0;0;9.4;0;391.9;0;14.1
0;6.9;0;92.5;0;4;0;0;4;0;0;0;0;0;0;0;0;9.7;0;398.9;0;14.2
0;6.7;0;82.1;0;4;0;0;3.9;0;0;0;0;0;0;0;0;9.5;0;399.4;0;13.6
0;6.7;0;72.7;0;3.9;0;0;4;0;0;0;0;0;0;0;0;9.4;0;397.7;0;14.5
0;6.7;0;61.9;0;3.9;0;0;3.9;0;0;0;0;0;0;0;0;9.4;0;392.7;0;14.8
0;6.8;0;51.8;0;3.8;0;0;4;0;0;0;0;0;0;0;0;9.2;0;400.8;0;14.3
0;6.6;0;41.2;0;3.8;0;0;4;0.1;0;0;0;0;0.1;0.1;0;9.3;0.1;400.5;0;13.7
0;6.6;0;30.9;0;3.9;0.1;0.1;3.9;0.1;0;0.1;0.1;0;0.1;0.1;0;9.4;0.1;399;0;11.5
0;6.7;0;20.8;0;3.9;0.1;0.1;3.9;0.2;0;0.1;0.1;0;0.2;0.2;0;9.5;0.2;403.1;0;12.5
0;6.8;0;10.6;0;4;0.1;0.1;3.9;0.2;0;0.1;0.1;0;0.3;0.3;0;9.4;0.3;399.1;0;12.9
0;6.8;0;20.8;0;3.9;0.2;0.2;3.9;0.3;0;0.2;0.2;0;0.4;0.4;0;9.5;0.4;400.9;0;13
0;6.5;0;26.4;0;3.9;0.3;0.3;3.9;0.5;0;0.2;0.2;0;0.5;0.5;0;9.3;0.6;397.2;0;12.9
0;6.6;0;16.1;0;3.9;0.3;0.3;3.9;0.6;0;0.3;0.3;0;0.7;0.7;0;9.4;0.8;400.2;0;13.8
0;6.7;0;26.5;0;3.9;0.5;0.5;3.9;0.8;0;0.4;0.4;0;0.9;0.9;0;9.5;1;395.1;0;13.4
0;6.5;0;31.3;0;4;0.6;0.6;3.8;1;0;0.5;0.6;0;1.1;1.1;0;9.6;1.2;397.4;0;13.8
0;6.6;0;21.1;0;3.9;0.7;0.7;3.8;1.4;0;0.7;0.7;0;1.4;1.4;0;9.6;1.6;399.3;0;15
0;6.5;0;20.2;0;4;0.8;0.8;3.8;1.6;0;0.8;0.9;0;1.7;1.7;0;9.7;1.8;401.4;0;15.5
0;6.5;0;10.2;0;3.9;1;1;3.9;2;0;1;1;0;2.1;2.1;0;9.6;2.3;399.8;0;13.9
0;6.5;0;0;0;3.9;1.3;1.3;3.8;2.4;0;1.2;1.2;0;2.5;2.5;0;9.6;2.7;398.9;0;13.7
0;6.6;0;0;0;3.8;1.5;1.5;3.9;2.9;0;1.5;1.4;0;3;3;0;9.6;3.2;398.3;0;13.1
0;6.6;0;0;0;3.9;1.7;1.7;3.9;3.4;0;1.7;1.8;0;3.6;3.5;0;9.7;3.7;398.4;0;12.6
0;6.5;0;10.3;0;3.8;1.9;2;3.8;4;0;2;2;0;4.1;3.9;0;9.6;4.2;396.8;0;11.4
0;6.4;0;0;0;3.9;2.3;2.3;3.8;4.6;0;2.3;2.3;0;4.7;4.6;0;9.7;4.8;403.2;0;12.1
0;6.8;0;0;0;4;2.5;2.6;3.8;5.3;0;2.7;2.7;0;5.4;5.2;0;9.7;5.4;398.4;0;11.9
0;6.5;0;10.3;0;3.9;2.8;2.9;3.8;6.1;0;3;3;0;6.2;5.9;0;9.6;6.1;402.9;0;11
0;6.6;0;0;0;3.9;3.2;3.1;3.9;6.7;0;3.3;3.5;0;6.9;6.6;0;9.6;6.7;393.3;0;11.1
0;6.5;0;1.8;0;3.9;3.6;3.6;3.9;7.6;0;3.7;3.9;0;7.8;7.3;0;9.6;7.2;399;0;11.1
0;6.5;0;0;0;3.9;4;4;3.9;8.4;0;4.2;4.2;0;8.4;8.1;0;9.8;7.8;404.6;0;12
0;6.5;0;0;0;4;4.4;4.3;3.9;9.2;0;4.7;4.6;0;9;8.9;0;9.5;8.7;397.7;0;11.5
0;6.5;0;0;0;3.9;4.6;4.8;3.8;10.2;0;5.1;5.2;0;10.1;9.5;0;9.7;9.3;397.8;0;12.1
0;6.6;0;8.5;0;3.9;5;5.1;3.9;11.2;0;5.5;5.6;0;10.9;10.4;0;9.8;9.9;398.2;0;10.8
0;6.7;0;10.4;0;3.9;5.3;5.5;3.9;12.4;0;5.8;6;0;11.8;11.2;0;10;10.6;392.3;0;11.4
0;6.6;0;0;0;3.9;5.9;5.9;3.9;12.8;0;6.3;6.4;0;12.4;11.7;0;9.7;11.4;400.1;0;12.4
0;6.6;0;10.1;0;3.8;6.3;6.3;3.9;13.6;0;6.8;6.9;0;13.6;12.8;0;9.7;11.9;391.7;0;13
0;6.8;0;20.5;0;3.9;6.7;6.6;3.9;14.9;0;7.3;7.2;0;14.7;13.8;0;9.9;13.1;399;0;13.1
0;6.6;0;31.2;0;3.9;7;7;3.8;15.6;0;7.6;7.6;0;15.3;14.7;0;9.8;13.6;397.2;0;14.5
0;6.6;0;21.1;0;3.8;7.4;7.5;3.8;15.9;0;8.1;8.1;0;16.1;15.2;0;9.8;14.4;395.3;0;17
0;6.7;0;10.6;0;3.8;7.7;7.6;3.8;17.4;0;8.5;8.5;0;16.9;16;0;9.9;15.2;397.6;0;18.4
0;6.3;0;10.1;0;3.9;8;8.2;3.8;18.3;0;9;8.8;0;17.6;17.2;0;9.9;15.9;399.8;0;19.2
0;6.4;0;0;0;3.9;8.3;8.5;3.9;18.7;0;9.4;9.4;0;18.5;17.6;0;10.3;16.5;393.8;0;18.8
0;6.4;0;4.5;0;3.9;8.6;8.6;3.9;19.1;0;9.6;9.6;0;19.1;18.8;0;9.7;17.4;405.1;0;19.7
0;6.6;0;15;0;4;9;9;3.9;20;0;9.8;10.1;0;19.4;19.1;0;9.9;17.8;402.9;0;20.8
0;6.5;0;25.3;0;3.9;9.1;9.2;3.8;21.1;0;10.3;10.1;0;20.1;19.8;0;9.8;18.6;403;0;20.9
0;6.4;0;20.6;0;3.8;9.3;9.6;4;22;0;10.6;10.7;0;20.8;20.2;0;9.8;19.4;405.2;0;17.9
0;6.5;0;10.3;0;3.8;9.9;9.9;3.8;21.9;0;10.8;10.8;0;21.5;21.6;0;10;19.2;395.3;0;18.8
0;6.6;0;0;0;3.9;10.1;10;3.8;23.1;0;11.2;11.7;0;21.8;22;0;10;20.4;398.7;0;18.9
0;6.6;0;0;0;3.9;10.3;10.4;3.9;23.4;0;11.5;11.3;0;21.8;22;0;9.9;21;399.4;0;18.2
0;6.6;0;0;0;3.8;10.8;10.5;3.8;23.3;0;11.7;11.3;0;22.8;22.7;0;10;21.2;396.3;0;18.5
0;6.7;0;10.2;0;3.8;10.8;10.8;3.9;24.4;0;11.8;11.9;0;23.5;23.2;0;10;22.4;389.5;0;18.1
0;6.5;0;0;0;3.8;11.2;10.9;3.9;24.8;0;12;12.2;0;24.3;24.4;0;9.8;23.2;396;0;15.7
0;6.4;0;1.9;0;3.9;11.4;11.3;3.9;25.1;0;12.5;12.5;0;24.4;25.1;0;9.9;23.1;397.1;0;14.5
0;6.8;0;12.2;0;3.8;11.4;11.4;3.8;26;0;12.8;12.9;0;25;24.6;0;9.9;23.9;404.7;0;14.1
0;6.7;0;1.9;0;3.8;11.6;11.5;3.8;26.3;0;12.9;12.8;0;25.3;25.2;0;10.1;25.2;402.5;0;14.9
0;6.7;0;0;0;3.9;11.9;11.7;3.9;26.6;0;13;13.1;0;26.4;26.6;0;10.1;24.9;401.2;0;13.7
0;6.8;0;1.2;0;3.9;12.1;12.1;3.8;27;0;13.4;13.8;0;27;26.8;0;9.8;26.1;396.4;0;13.4
0;6.8;0;0;0;3.9;12.4;12.5;3.8;27.7;0;13.5;13.9;0;27;28;0;10;26.5;393.3;0;11.9
0;6.5;0;0;0;4;12.9;12.8;3.9;28.2;0;13.8;14.2;0;27.3;28.3;0;10;27.3;401.4;0;13.2
0;6.8;0;0;0;3.9;12.8;13;4;28.1;0;14.4;14;0;28.2;29.3;0;10.3;28.3;395.7;0;12.7
0;6.8;0;0;0;4;13.3;13.2;4;29.5;0;14.8;14.8;0;28.1;29.2;0;10;28.3;403;0;12.4
0;6.8;0;0;0;4;13.5;13.1;4;31.1;0;15.1;14.6;0;29.8;30;0;10.1;28.6;394.6;0;13.6
0;6.9;0;0;0;3.9;13.9;14.2;4;30.9;0;14.9;15;0;29.2;30.6;0;9.9;29.1;391.2;0;13
0;6.9;0;0;0;3.9;13.9;13.8;3.9;30.6;0;15.4;15.2;0;30.9;30.6;0;10;29.5;398.2;0;12
0;7;0;10.3;0;3.9;14.3;14.2;3.9;32.1;0;15.6;15.9;0;30.5;31.5;0;10.1;30.2;401.7;0;12.6
0;6.8;0;0;0;4;14.8;14.5;4.1;31.2;0;15.7;16;0;31.8;31.3;0;10.2;31.2;396.7;0;13.3
0;6.8;0;0;0;4.1;15.1;14.7;4.1;32.9;0;16;16;0;31.2;32.1;0;10.2;31.2;397.5;0;13.8
0;6.8;0;0;0;4;15.1;15.2;4.1;33.3;0;16;16.1;0;31.7;33.6;0;10.2;31;402.4;0;14.1
0;7.1;0;0;0;4;15.2;15.4;4;33.2;0;16.3;16.7;0;32.4;33;0;10;31.9;404;0;14.2
0;7.1;0;0;0;4.1;15.6;15.4;4;33.8;0;16.4;16.4;0;33;33.2;0;10;32.1;399;0;14
0;7.2;0;10.2;0;4.1;15.8;15.7;4.2;34;0;16.6;17.1;0;33.7;33.9;0;10.2;32.4;394.5;0;13.4
0;6.9;0;0;0;4.1;15.9;15.7;4;33.6;0;16.8;17;0;34.4;34;0;10.2;33.7;399.9;0;13.7
0;7.1;0;0;0;4;15.9;15.4;4.1;33.2;0;17.3;17.1;0;33;34;0;10.1;33.5;400.7;0;13.5
0;7;0;0;0;4.1;16.5;16.1;4.1;34.7;0;17.1;17.2;0;33.5;33.4;0;10;32.6;395.9;0;14.5
0;7.3;0;0;0;4.2;16.3;16.1;4.1;35;0;17.2;16.8;0;34.2;34.4;0;10.2;33.9;406.4;0;13.8
0;7.3;0;0;0;4.2;16.3;16.6;4.2;35.3;0;17.1;17.3;0;33.8;34.5;0;10.2;33.4;401.7;0;13.7
0;7.4;0;0;0;4.2;16.6;16.6;4.1;34;0;17.1;17.9;0;33.9;34.3;0;10.5;33.2;400.9;0;13.8
0;7.4;0;0;0;4.2;16.7;16.8;4.2;34.2;0;17.3;17.2;0;35.4;33;0;10.1;34.8;396.6;0;14.4
0;7.2;0;0;0;4.2;16.9;17.1;4.3;34.6;0;17.2;17.3;0;33.5;34.3;0;10.1;34.5;390.2;0;14.8
0;7.5;0;0;0;4.3;17.1;16.7;4.2;35;0;16.9;17.1;0;34.4;34;0;10.1;33.9;405.3;0;13.8
0;7.4;0;0;0;4.2;16.8;16.9;4.2;34;0;17.1;17.1;0;33.7;33.5;0;10.1;33.8;404.4;0;14.4
0;7.4;0;0;0;4.2;16.9;16.8;4.2;34.1;0;17;17.1;0;33.7;33.4;0;9.8;33;395.7;0;14.5
0;7.5;0;0;0;4.3;17.1;17.1;4.3;34.3;0;16.9;17.2;0;33.5;33.5;0;10.1;33.5;399.2;0;14.8
0;7.7;0;0;0;4.3;17;17.4;4.3;34.2;0;16.7;16.7;0;33.1;33;0;10.4;33.8;399.6;0;14.9
0;7.5;0;10.3;0;4.3;17.4;17.2;4.3;32.9;0;16.7;16.9;0;33;33.4;0;10.3;33.3;394;0;13.6
0;7.6;0;0;0;4.4;17.2;16.9;4.4;34.3;0;16.4;16.9;0;32.1;32.7;0;10.2;33.9;397.4;0;13.9
0;7.6;0;0;0;4.3;17.2;17.2;4.4;33.6;0;16.8;16.4;0;32;33.2;0;10.2;33.3;400.6;0;13
0;7.7;0;0;0;4.4;16.9;17.4;4.5;32.6;0;16.5;16.5;0;32;32.5;0;10.6;34.3;403.8;0;12.7
0;7.8;0;0;0;4.4;17.1;17.5;4.5;33.5;0;16.2;16.3;0;31.1;31.8;0;10.3;32.7;403.1;0;12.8
0;7.8;0;0;0;4.4;17.3;17.6;4.3;32.6;0;16;16;0;30.6;30.6;0;10.3;32.5;401.3;0;13.3
0;8.1;0;8.8;0;4.4;17.2;17.7;4.4;32.8;0;16.1;16.2;0;30.4;31.4;0;10.6;33.3;396.5;0;13.3
0;7.9;0;19.1;0;4.4;16.9;17.1;4.4;31.5;0;15.9;15.6;0;29.6;30.6;0;10.4;32.7;408.9;0;14
0;8;0;10.3;0;4.6;16.8;17.4;4.5;31.3;0;15.3;15.2;0;29.9;30;0;10.8;32.5;398.9;0;13.6
0;8.1;0;0;0;4.5;17.1;17;4.5;30.8;0;15.5;15.5;0;30.4;29.9;0;10.2;31.9;396.7;0;14.2
0;8;0;2.2;0;4.4;17.2;16.5;4.6;30.8;0;15.2;15.2;0;29.1;29.7;0;10.3;31.2;399.9;0;15
